,id,country_id,league_id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_team_shots,home_team_shots_on_target,home_team_shots_off_target,home_team_shot_accuracy,away_team_shots,away_team_shots_on_target,away_team_shots_off_target,away_team_shot_accuracy
1753,1754,1729,1729,2008/2009,2008-11-02 00:00:00,489147,8559,8456,2,0,3.0,3.3,2.38,14,8,6,0.5714285714285714,12,7,5,0.5833333333333334
1754,1755,1729,1729,2008/2009,2008-11-01 00:00:00,489148,8659,8655,2,2,2.5,3.3,2.88,14,7,7,0.5,8,4,4,0.5
1755,1756,1729,1729,2008/2009,2008-11-01 00:00:00,489149,8462,8528,1,2,1.91,3.4,4.2,18,8,10,0.4444444444444444,14,9,5,0.6428571428571429
1756,1757,1729,1729,2008/2009,2008-11-01 00:00:00,489150,10194,9825,2,1,8.0,4.5,1.4,5,3,2,0.6,12,4,8,0.3333333333333333
1757,1758,1729,1729,2008/2009,2008-11-01 00:00:00,489151,8455,8472,5,0,1.17,6.5,21.0,15,8,7,0.5333333333333333,1,0,1,0.0
1758,1759,1729,1729,2008/2009,2008-11-08 00:00:00,489152,9825,10260,2,1,3.25,3.25,2.3,12,6,6,0.5,19,9,10,0.47368421052631576
1759,1760,1729,1729,2008/2009,2008-11-08 00:00:00,489153,8650,8659,3,0,1.2,6.0,19.0,10,8,2,0.8,4,2,2,0.5
1760,1761,1729,1729,2008/2009,2008-11-08 00:00:00,489154,8472,8462,1,2,2.38,3.3,3.0,8,4,4,0.5,7,3,4,0.42857142857142855
1761,1762,1729,1729,2008/2009,2008-11-08 00:00:00,489155,8654,8668,1,3,2.6,3.25,2.8,16,11,5,0.6875,11,3,8,0.2727272727272727
1762,1763,1729,1729,2008/2009,2008-11-09 00:00:00,489156,10252,8549,1,2,1.7,3.8,5.0,15,10,5,0.6666666666666666,12,5,7,0.4166666666666667
1763,1764,1729,1729,2008/2009,2008-11-09 00:00:00,489157,8456,8586,1,2,2.25,3.3,3.3,8,6,2,0.75,12,5,7,0.4166666666666667
1764,1765,1729,1729,2008/2009,2008-11-09 00:00:00,489158,8655,8455,0,2,8.0,4.33,1.44,7,3,4,0.42857142857142855,16,9,7,0.5625
1765,1766,1729,1729,2008/2009,2008-11-09 00:00:00,489159,9879,10261,2,1,2.38,3.25,3.1,10,5,5,0.5,13,6,7,0.46153846153846156
1766,1767,1729,1729,2008/2009,2008-11-08 00:00:00,489160,8667,8559,0,1,2.25,3.25,3.4,15,8,7,0.5333333333333333,10,7,3,0.7
1767,1768,1729,1729,2008/2009,2008-11-08 00:00:00,489161,8528,10194,0,0,1.8,3.4,5.0,17,9,8,0.5294117647058824,2,1,1,0.5
1768,1769,1729,1729,2008/2009,2008-11-15 00:00:00,489162,10260,10194,5,0,1.14,7.5,23.0,17,11,6,0.6470588235294118,2,0,2,0.0
1769,1770,1729,1729,2008/2009,2008-11-15 00:00:00,489163,9825,10252,0,2,1.5,4.0,7.0,13,8,5,0.6153846153846154,7,4,3,0.5714285714285714
1770,1771,1729,1729,2008/2009,2008-11-15 00:00:00,489164,8654,8462,0,0,2.5,3.25,2.88,16,10,6,0.625,13,6,7,0.46153846153846156
1771,1772,1729,1729,2008/2009,2008-11-16 00:00:00,489165,8668,8549,1,1,1.83,3.5,4.5,15,7,8,0.4666666666666667,9,2,7,0.2222222222222222
1772,1773,1729,1729,2008/2009,2008-11-15 00:00:00,489166,10261,8528,2,2,2.1,3.3,3.6,16,6,10,0.375,13,4,9,0.3076923076923077
1773,1774,1729,1729,2008/2009,2008-11-15 00:00:00,489167,8655,8472,1,2,2.0,3.4,3.8,17,8,9,0.47058823529411764,8,5,3,0.625
1774,1775,1729,1729,2008/2009,2008-11-15 00:00:00,489168,9879,8586,2,1,3.3,3.3,2.25,16,13,3,0.8125,9,5,4,0.5555555555555556
1775,1776,1729,1729,2008/2009,2008-11-15 00:00:00,489169,8559,8650,0,2,6.0,3.75,1.62,16,10,6,0.625,15,7,8,0.4666666666666667
1776,1777,1729,1729,2008/2009,2008-11-15 00:00:00,489170,8659,8455,0,3,12.0,5.0,1.3,13,3,10,0.23076923076923078,14,7,7,0.5
1777,1778,1729,1729,2008/2009,2008-11-16 00:00:00,489171,8667,8456,2,2,2.88,3.25,2.5,7,3,4,0.42857142857142855,8,3,5,0.375
1778,1779,1729,1729,2008/2009,2008-11-22 00:00:00,489172,8650,9879,0,0,1.25,5.5,15.0,20,8,12,0.4,5,5,0,1.0
1779,1780,1729,1729,2008/2009,2008-11-23 00:00:00,489173,8472,8654,0,1,2.1,3.4,3.5,15,4,11,0.26666666666666666,11,6,5,0.5454545454545454
1780,1781,1729,1729,2008/2009,2008-11-23 00:00:00,489174,8586,8655,1,0,1.73,3.75,4.75,18,10,8,0.5555555555555556,13,10,3,0.7692307692307693
1781,1782,1729,1729,2008/2009,2008-11-22 00:00:00,489175,10252,10260,0,0,5.0,3.6,1.73,10,7,3,0.7,11,5,6,0.45454545454545453
1782,1783,1729,1729,2008/2009,2008-11-22 00:00:00,489176,8549,8559,1,3,1.91,3.4,4.33,22,10,12,0.45454545454545453,8,2,6,0.25
1783,1784,1729,1729,2008/2009,2008-11-22 00:00:00,489177,8456,9825,3,0,3.25,3.4,2.2,10,4,6,0.4,11,5,6,0.45454545454545453
1784,1785,1729,1729,2008/2009,2008-11-22 00:00:00,489178,8462,8667,2,2,1.8,3.6,4.5,11,4,7,0.36363636363636365,15,7,8,0.4666666666666667
1785,1786,1729,1729,2008/2009,2008-11-22 00:00:00,489179,10194,8659,1,0,2.2,3.3,3.4,11,9,2,0.8181818181818182,9,3,6,0.3333333333333333
1786,1787,1729,1729,2008/2009,2008-11-24 00:00:00,489180,8528,8668,1,0,2.5,3.3,2.88,13,7,6,0.5384615384615384,10,5,5,0.5
1787,1788,1729,1729,2008/2009,2008-11-22 00:00:00,489181,8455,10261,0,0,1.2,6.0,19.0,33,17,16,0.5151515151515151,2,0,2,0.0
1788,1789,1729,1729,2008/2009,2008-12-01 00:00:00,489182,8650,8654,0,0,1.3,5.0,12.0,26,11,15,0.4230769230769231,7,3,4,0.42857142857142855
1789,1790,1729,1729,2008/2009,2008-11-29 00:00:00,489183,8472,8559,1,4,2.25,3.3,3.3,13,6,7,0.46153846153846156,10,4,6,0.4
1790,1791,1729,1729,2008/2009,2008-11-30 00:00:00,489184,8586,8668,0,1,1.91,3.5,4.0,16,6,10,0.375,7,5,2,0.7142857142857143
1791,1792,1729,1729,2008/2009,2008-11-29 00:00:00,489185,10252,9879,0,0,1.57,3.8,6.5,18,6,12,0.3333333333333333,5,2,3,0.4
1792,1793,1729,1729,2008/2009,2008-11-29 00:00:00,489186,8549,10261,0,0,2.2,3.3,3.4,16,7,9,0.4375,11,6,5,0.5454545454545454
1793,1794,1729,1729,2008/2009,2008-11-30 00:00:00,489187,8456,10260,0,1,4.33,3.6,1.83,9,1,8,0.1111111111111111,13,8,5,0.6153846153846154
1794,1795,1729,1729,2008/2009,2008-11-30 00:00:00,489188,8462,8655,3,2,2.1,3.3,3.6,5,2,3,0.4,8,2,6,0.25
1795,1796,1729,1729,2008/2009,2008-11-29 00:00:00,489189,10194,8667,1,1,2.4,3.4,2.88,15,8,7,0.5333333333333333,7,5,2,0.7142857142857143
1796,1797,1729,1729,2008/2009,2008-11-29 00:00:00,489190,8528,8659,2,1,1.73,3.6,5.0,16,7,9,0.4375,18,9,9,0.5
1797,1798,1729,1729,2008/2009,2008-11-30 00:00:00,489191,8455,9825,1,2,1.8,3.4,5.0,15,6,9,0.4,8,5,3,0.625
1798,1799,1729,1729,2008/2009,2008-12-06 00:00:00,489192,10260,8472,1,0,1.14,7.5,23.0,24,10,14,0.4166666666666667,1,1,0,1.0
1799,1800,1729,1729,2008/2009,2008-12-06 00:00:00,489193,9825,8528,1,0,1.33,4.75,11.0,12,3,9,0.25,14,7,7,0.5
1800,1801,1729,1729,2008/2009,2008-12-08 00:00:00,489194,8654,8586,0,2,2.75,3.25,2.62,14,5,9,0.35714285714285715,13,9,4,0.6923076923076923
1801,1802,1729,1729,2008/2009,2008-12-07 00:00:00,489195,8668,10252,2,3,2.62,3.25,2.75,10,7,3,0.7,3,3,0,1.0
1802,1803,1729,1729,2008/2009,2008-12-06 00:00:00,489196,10261,10194,2,2,1.8,3.5,4.75,8,4,4,0.5,11,4,7,0.36363636363636365
1803,1804,1729,1729,2008/2009,2008-12-06 00:00:00,489197,8655,8650,1,3,5.5,3.5,1.73,6,2,4,0.3333333333333333,8,5,3,0.625
1804,1805,1729,1729,2008/2009,2008-12-06 00:00:00,489198,9879,8456,1,1,2.6,3.2,2.8,11,7,4,0.6363636363636364,15,7,8,0.4666666666666667
1805,1806,1729,1729,2008/2009,2008-12-06 00:00:00,489199,8559,8455,0,2,7.0,3.8,1.53,19,8,11,0.42105263157894735,8,4,4,0.5
1806,1807,1729,1729,2008/2009,2008-12-07 00:00:00,489200,8659,8462,1,1,2.62,3.25,2.75,14,7,7,0.5,5,2,3,0.4
1807,1808,1729,1729,2008/2009,2008-12-06 00:00:00,489201,8667,8549,2,1,2.38,3.25,3.1,17,6,11,0.35294117647058826,8,6,2,0.75
1808,1809,1729,1729,2008/2009,2008-12-13 00:00:00,489202,8650,8667,2,2,1.33,5.0,10.0,24,12,12,0.5,9,3,6,0.3333333333333333
1809,1810,1729,1729,2008/2009,2008-12-13 00:00:00,489203,8472,8659,4,0,2.0,3.4,3.8,14,7,7,0.5,17,13,4,0.7647058823529411
1810,1811,1729,1729,2008/2009,2008-12-13 00:00:00,489204,8586,10260,0,0,4.5,3.5,1.83,10,5,5,0.5,15,10,5,0.6666666666666666
1811,1812,1729,1729,2008/2009,2008-12-13 00:00:00,489205,10252,8559,4,2,1.67,3.6,5.5,12,4,8,0.3333333333333333,9,1,8,0.1111111111111111
1812,1813,1729,1729,2008/2009,2008-12-13 00:00:00,489206,8549,9825,1,1,4.5,3.6,1.8,8,3,5,0.375,20,10,10,0.5
1813,1814,1729,1729,2008/2009,2008-12-13 00:00:00,489207,8456,8668,0,1,2.0,3.4,3.8,9,6,3,0.6666666666666666,11,3,8,0.2727272727272727
1814,1815,1729,1729,2008/2009,2008-12-14 00:00:00,489208,8462,10261,0,3,2.05,3.2,3.4,19,7,12,0.3684210526315789,7,2,5,0.2857142857142857
1816,1817,1729,1729,2008/2009,2008-12-13 00:00:00,489210,8528,8655,3,0,2.1,3.3,3.6,7,1,6,0.14285714285714285,11,4,7,0.36363636363636365
1817,1818,1729,1729,2008/2009,2008-12-14 00:00:00,489211,8455,8654,1,1,1.25,5.5,15.0,24,16,8,0.6666666666666666,3,1,2,0.3333333333333333
1818,1819,1729,1729,2008/2009,2009-01-14 00:00:00,489212,10260,8528,1,0,1.2,6.0,15.0,11,6,5,0.5454545454545454,15,5,10,0.3333333333333333
1819,1820,1729,1729,2008/2009,2008-12-21 00:00:00,489213,9825,8650,1,1,2.4,3.25,3.0,5,3,2,0.6,12,7,5,0.5833333333333334
1820,1821,1729,1729,2008/2009,2008-12-20 00:00:00,489214,8654,10252,0,1,3.0,3.4,2.37,18,12,6,0.6666666666666666,12,6,6,0.5
1821,1822,1729,1729,2008/2009,2008-12-22 00:00:00,489215,8668,8455,0,0,5.0,3.6,1.73,11,9,2,0.8181818181818182,12,7,5,0.5833333333333334
1822,1823,1729,1729,2008/2009,2008-12-21 00:00:00,489216,10261,8586,2,1,2.37,3.4,3.0,6,3,3,0.5,11,6,5,0.5454545454545454
1823,1824,1729,1729,2008/2009,2008-12-20 00:00:00,489217,8655,10194,3,0,1.83,3.5,4.5,8,6,2,0.75,13,4,9,0.3076923076923077
1824,1825,1729,1729,2008/2009,2008-12-20 00:00:00,489218,9879,8549,3,0,2.2,3.25,3.5,16,10,6,0.625,12,6,6,0.5
1825,1826,1729,1729,2008/2009,2008-12-20 00:00:00,489219,8559,8462,2,1,2.2,3.25,3.4,18,8,10,0.4444444444444444,11,7,4,0.6363636363636364
1826,1827,1729,1729,2008/2009,2008-12-21 00:00:00,489220,8659,8456,2,1,3.25,3.3,2.25,12,5,7,0.4166666666666667,13,9,4,0.6923076923076923
1827,1828,1729,1729,2008/2009,2008-12-20 00:00:00,489221,8667,8472,1,4,2.1,3.25,3.75,14,8,6,0.5714285714285714,13,5,8,0.38461538461538464
1828,1829,1729,1729,2008/2009,2008-12-26 00:00:00,489222,8650,8559,3,0,1.33,4.5,12.0,20,9,11,0.45,3,1,2,0.3333333333333333
1829,1830,1729,1729,2008/2009,2008-12-26 00:00:00,489224,8472,8655,0,0,2.25,3.25,3.3,15,9,6,0.6,10,3,7,0.3
1830,1831,1729,1729,2008/2009,2008-12-26 00:00:00,489225,8586,9879,0,0,1.72,3.6,5.0,17,9,8,0.5294117647058824,12,7,5,0.5833333333333334
1831,1832,1729,1729,2008/2009,2008-12-26 00:00:00,489226,10252,9825,2,2,2.5,3.3,2.87,12,7,5,0.5833333333333334,6,3,3,0.5
1832,1833,1729,1729,2008/2009,2008-12-26 00:00:00,489227,8549,8668,0,1,2.5,3.3,2.87,7,5,2,0.7142857142857143,10,4,6,0.4
1833,1834,1729,1729,2008/2009,2008-12-26 00:00:00,489228,8456,8667,5,1,1.8,3.6,4.5,19,9,10,0.47368421052631576,11,6,5,0.5454545454545454
1834,1835,1729,1729,2008/2009,2008-12-26 00:00:00,489229,8462,8654,1,4,2.2,3.25,3.4,21,15,6,0.7142857142857143,13,6,7,0.46153846153846156
1835,1836,1729,1729,2008/2009,2008-12-26 00:00:00,489230,10194,10260,0,1,12.0,5.0,1.3,7,4,3,0.5714285714285714,17,8,9,0.47058823529411764
1836,1837,1729,1729,2008/2009,2008-12-26 00:00:00,489231,8528,10261,2,1,2.25,3.3,3.25,15,9,6,0.6,5,3,2,0.6
1837,1838,1729,1729,2008/2009,2008-12-26 00:00:00,489232,8455,8659,2,0,1.14,7.5,21.0,23,14,9,0.6086956521739131,10,5,5,0.5
1838,1839,1729,1729,2008/2009,2008-08-23 00:00:00,489052,8650,8549,2,1,1.36,4.5,10.0,19,6,13,0.3157894736842105,9,4,5,0.4444444444444444
1839,1840,1729,1729,2008/2009,2008-08-23 00:00:00,489053,8586,8472,1,2,1.5,4.0,7.0,14,6,8,0.42857142857142855,8,4,4,0.5
1840,1841,1729,1729,2008/2009,2008-08-23 00:00:00,489054,10261,8559,1,0,1.8,3.5,4.75,9,6,3,0.6666666666666666,11,3,8,0.2727272727272727
1841,1842,1729,1729,2008/2009,2008-08-24 00:00:00,489055,8456,8654,3,0,2.3,3.25,3.2,11,5,6,0.45454545454545453,2,0,2,0.0
1842,1843,1729,1729,2008/2009,2008-08-23 00:00:00,489056,8655,8667,1,1,1.57,3.75,7.0,10,4,6,0.4,5,3,2,0.6
1843,1844,1729,1729,2008/2009,2008-08-23 00:00:00,489057,9879,9825,1,0,6.5,3.75,1.57,5,2,3,0.4,19,8,11,0.42105263157894735
1844,1845,1729,1729,2008/2009,2008-08-23 00:00:00,489058,8659,8668,1,2,2.88,3.25,2.5,18,7,11,0.3888888888888889,8,4,4,0.5
1845,1846,1729,1729,2008/2009,2008-08-25 00:00:00,489059,8462,10260,0,1,4.8,3.4,1.8,12,4,8,0.3333333333333333,12,7,5,0.5833333333333334
1846,1847,1729,1729,2008/2009,2008-08-23 00:00:00,489060,10194,10252,3,2,5.0,3.6,1.73,7,1,6,0.14285714285714285,3,0,3,0.0
1847,1848,1729,1729,2008/2009,2008-08-24 00:00:00,489061,8528,8455,0,1,8.5,4.5,1.4,11,9,2,0.8181818181818182,7,4,3,0.5714285714285714
1848,1849,1729,1729,2008/2009,2008-12-29 00:00:00,489233,10260,8549,1,0,1.2,6.5,19.0,30,12,18,0.4,8,2,6,0.25
1849,1850,1729,1729,2008/2009,2008-12-28 00:00:00,489234,9825,8462,1,0,1.4,4.5,10.0,13,6,7,0.46153846153846156,5,4,1,0.8
1850,1851,1729,1729,2008/2009,2008-12-28 00:00:00,489235,8654,10194,2,1,1.72,3.6,5.5,19,12,7,0.631578947368421,8,4,4,0.5
1851,1852,1729,1729,2008/2009,2008-12-28 00:00:00,489236,8668,8472,3,0,1.8,3.6,5.0,10,3,7,0.3,9,6,3,0.6666666666666666
1852,1853,1729,1729,2008/2009,2008-12-28 00:00:00,489237,10261,8650,1,5,5.0,3.6,1.8,9,6,3,0.6666666666666666,16,11,5,0.6875
1853,1854,1729,1729,2008/2009,2008-12-28 00:00:00,489238,8655,8456,2,2,2.62,3.3,2.87,12,7,5,0.5833333333333334,11,1,10,0.09090909090909091
1854,1855,1729,1729,2008/2009,2008-12-28 00:00:00,489239,9879,8455,2,2,6.5,3.75,1.61,4,1,3,0.25,23,17,6,0.7391304347826086
1855,1856,1729,1729,2008/2009,2008-12-28 00:00:00,489240,8559,8528,0,1,2.3,3.25,3.4,16,9,7,0.5625,10,6,4,0.6
1856,1857,1729,1729,2008/2009,2008-12-28 00:00:00,489241,8659,8586,2,0,3.5,3.4,2.2,13,7,6,0.5384615384615384,6,5,1,0.8333333333333334
1857,1858,1729,1729,2008/2009,2008-12-30 00:00:00,489242,8667,10252,0,1,4.33,3.6,1.91,7,3,4,0.42857142857142855,7,3,4,0.42857142857142855
1858,1859,1729,1729,2008/2009,2009-01-11 00:00:00,489243,10260,8455,3,0,2.2,3.2,3.5,11,6,5,0.5454545454545454,10,6,4,0.6
1859,1860,1729,1729,2008/2009,2009-01-10 00:00:00,489244,9825,8559,1,0,1.36,4.33,11.0,13,7,6,0.5384615384615384,3,3,0,1.0
1860,1861,1729,1729,2008/2009,2009-01-10 00:00:00,489245,10252,8659,2,1,1.4,4.33,9.0,23,14,9,0.6086956521739131,9,6,3,0.6666666666666666
1861,1862,1729,1729,2008/2009,2009-01-10 00:00:00,489246,8668,8667,2,0,1.62,3.75,6.0,7,2,5,0.2857142857142857,5,0,5,0.0
1862,1863,1729,1729,2008/2009,2009-01-10 00:00:00,489247,8549,8472,1,1,2.25,3.2,3.4,10,4,6,0.4,11,4,7,0.36363636363636365
1863,1864,1729,1729,2008/2009,2009-01-10 00:00:00,489248,10261,8654,2,2,2.2,3.3,3.4,18,7,11,0.3888888888888889,12,9,3,0.75
1864,1865,1729,1729,2008/2009,2009-03-11 00:00:00,489249,9879,8655,1,2,2.25,3.2,3.4,12,8,4,0.6666666666666666,16,7,9,0.4375
1865,1866,1729,1729,2008/2009,2009-02-14 00:00:00,489250,8462,8456,2,0,2.87,3.25,2.5,14,6,8,0.42857142857142855,11,8,3,0.7272727272727273
1867,1868,1729,1729,2008/2009,2009-01-11 00:00:00,489252,8528,8586,1,0,2.5,3.25,2.88,13,5,8,0.38461538461538464,6,4,2,0.6666666666666666
1868,1869,1729,1729,2008/2009,2009-01-19 00:00:00,489253,8650,8668,1,1,1.62,3.75,6.0,9,5,4,0.5555555555555556,6,5,1,0.8333333333333334
1869,1870,1729,1729,2008/2009,2009-01-17 00:00:00,489254,8472,10252,1,2,3.25,3.25,2.25,6,4,2,0.6666666666666666,5,2,3,0.4
1870,1871,1729,1729,2008/2009,2009-01-18 00:00:00,489255,8586,8462,1,1,1.73,3.6,5.0,26,15,11,0.5769230769230769,10,4,6,0.4
1871,1872,1729,1729,2008/2009,2009-01-18 00:00:00,489256,8654,9879,3,1,2.1,3.3,3.6,12,6,6,0.5,9,5,4,0.5555555555555556
1872,1873,1729,1729,2008/2009,2009-01-17 00:00:00,489257,8456,8528,1,0,2.0,3.4,3.75,11,2,9,0.18181818181818182,20,8,12,0.4
1873,1874,1729,1729,2008/2009,2009-01-17 00:00:00,489258,8655,10261,3,0,2.0,3.4,3.8,8,3,5,0.375,9,3,6,0.3333333333333333
1874,1875,1729,1729,2008/2009,2009-01-17 00:00:00,489259,8559,10260,0,1,8.0,3.8,1.5,8,3,5,0.375,18,13,5,0.7222222222222222
1875,1876,1729,1729,2008/2009,2009-01-17 00:00:00,489260,8659,8549,3,0,2.38,3.3,3.0,10,6,4,0.6,9,3,6,0.3333333333333333
1876,1877,1729,1729,2008/2009,2009-01-17 00:00:00,489261,8667,9825,1,3,5.5,4.0,1.62,6,4,2,0.6666666666666666,12,5,7,0.4166666666666667
1877,1878,1729,1729,2008/2009,2009-01-17 00:00:00,489262,8455,10194,2,1,1.2,6.5,15.0,39,19,20,0.48717948717948717,4,1,3,0.25
1878,1879,1729,1729,2008/2009,2009-01-27 00:00:00,489263,8472,9879,1,0,2.25,3.3,3.5,16,12,4,0.75,17,9,8,0.5294117647058824
1879,1880,1729,1729,2008/2009,2009-01-27 00:00:00,489264,8586,10194,3,1,1.61,3.8,6.5,19,11,8,0.5789473684210527,6,1,5,0.16666666666666666
1880,1881,1729,1729,2008/2009,2009-01-28 00:00:00,489265,8654,8667,2,0,1.83,3.6,4.75,25,10,15,0.4,17,12,5,0.7058823529411765
1881,1882,1729,1729,2008/2009,2009-01-27 00:00:00,489266,8659,10260,0,5,10.0,5.0,1.36,14,4,10,0.2857142857142857,12,6,6,0.5
1882,1883,1729,1729,2008/2009,2009-01-27 00:00:00,489267,8462,10252,0,1,3.25,3.4,2.3,20,8,12,0.4,9,2,7,0.2222222222222222
1883,1884,1729,1729,2008/2009,2009-01-28 00:00:00,489268,8528,8650,1,1,5.0,3.5,1.83,5,2,3,0.4,9,3,6,0.3333333333333333
1884,1885,1729,1729,2008/2009,2009-01-28 00:00:00,489269,8668,9825,1,1,3.0,3.3,2.5,8,4,4,0.5,7,4,3,0.5714285714285714
1885,1886,1729,1729,2008/2009,2009-01-28 00:00:00,489270,8456,10261,2,1,1.75,3.75,5.0,11,4,7,0.36363636363636365,1,0,1,0.0
1886,1887,1729,1729,2008/2009,2009-01-28 00:00:00,489271,8655,8559,2,2,2.0,3.25,4.5,13,11,2,0.8461538461538461,6,1,5,0.16666666666666666
1887,1888,1729,1729,2008/2009,2009-01-28 00:00:00,489272,8455,8549,2,0,1.25,6.0,15.0,24,12,12,0.5,8,6,2,0.75
1888,1889,1729,1729,2008/2009,2009-01-31 00:00:00,489273,10260,8668,1,0,1.36,4.5,10.0,18,11,7,0.6111111111111112,8,5,3,0.625
1889,1890,1729,1729,2008/2009,2009-01-31 00:00:00,489274,9825,8654,0,0,1.5,4.2,7.0,20,9,11,0.45,2,2,0,1.0
1890,1891,1729,1729,2008/2009,2009-02-01 00:00:00,489275,8650,8455,2,0,2.5,3.1,3.1,22,14,8,0.6363636363636364,7,4,3,0.5714285714285714
1891,1892,1729,1729,2008/2009,2009-01-31 00:00:00,489276,10252,8528,0,0,1.61,3.7,6.0,18,9,9,0.5,9,4,5,0.4444444444444444
1892,1893,1729,1729,2008/2009,2009-01-31 00:00:00,489277,8549,8655,0,0,2.5,3.3,2.87,8,6,2,0.75,17,12,5,0.7058823529411765
1893,1894,1729,1729,2008/2009,2009-02-01 00:00:00,489278,10261,8472,1,1,2.6,3.2,2.8,21,14,7,0.6666666666666666,18,10,8,0.5555555555555556
1894,1895,1729,1729,2008/2009,2009-01-31 00:00:00,489279,9879,8462,3,1,2.0,3.3,4.0,5,4,1,0.8,13,7,6,0.5384615384615384
1895,1896,1729,1729,2008/2009,2009-01-31 00:00:00,489280,8559,8586,3,2,2.75,3.3,2.62,11,5,6,0.45454545454545453,12,8,4,0.6666666666666666
1896,1897,1729,1729,2008/2009,2009-01-31 00:00:00,489281,8667,8659,2,2,2.2,3.2,3.5,17,10,7,0.5882352941176471,12,4,8,0.3333333333333333
